Month_Year,Category,Ship_State,Order_Region,Total_Revenue,Total_Orders,Total_Units_Sold,Revenue_Segment
Nov-2025,TOP,FRANCE,International,12436921.52,12967,11730.0,Medium
Jun-2022,SET,RAJSHTHAN,Domestic,371840.11,274,255.0,Low
May-2024,BOTTOM,PB,Domestic,223225639.55,730915,667073.0,High
Nov-2024,TOP,POLAND,International,120985546.16,186604,187967.0,High
Feb-2025,SET,JHARKHAND,Domestic,15706464.17,12659,12074.0,Medium
Sep-2024,SET,INDONESIA,International,68995963.89,67531,69203.0,High
Aug-2021,SAREE,LAKSHADWEEP,Domestic,19577918.35,13419,12466.0,Medium
Apr-2022,SAREE,RAJSHTHAN,Domestic,15108651.96,31800,27683.0,Medium
Oct-2022,BOTTOM,RAJASTHAN,Domestic,12187694.83,11918,10184.0,Medium
Jun-2022,TOP,TAMIL NADU,Domestic,73757565.0,125706,122262.0,High
Apr-2022,TOP,KARNATAKA,Domestic,211042293.0,433944,427917.0,High
Jun-2021,BLOUSE,PUNJAB,Domestic,377489.12,271,271.0,Low
Jun-2022,TOP,GUJARAT,Domestic,42503265.0,68019,68019.0,High
Dec-2024,BLOUSE,THAILAND,International,18467955.77,22865,20710.0,Medium
Sep-2021,SET,PONDICHERRY,Domestic,276873120.17,694913,595531.0,High
Dec-2022,SET,RAJSTHAN,Domestic,15381528.18,19471,19507.0,Medium
Mar-2021,KURTA,SOUTH KOREA,International,148281262.3,263018,230483.0,High
Jul-2023,KURTA,JAPAN,International,142173.81,124,121.0,Low
Jun-2025,BLOUSE,THAILAND,International,11103367.89,26419,27381.0,Medium
Jan-2023,SET,SWEDEN,International,17054015.45,21956,19740.0,Medium
Mar-2021,SET,GOA,Domestic,16951168.45,11473,11571.0,Medium
Jun-2022,SAREE,ANDHRA PRADESH,Domestic,13266515.09,17546,15605.0,Medium
Dec-2023,SAREE,NORWAY,International,15390259.81,10321,10133.0,Medium
Sep-2025,SET,NORWAY,International,14133959.91,43224,44144.0,Medium
Jun-2024,TOP,SOUTH AFRICA,International,75847255.93,103588,108108.0,High
Jan-2021,KURTA,NETHERLANDS,International,607363.08,1964,1755.0,Medium
Apr-2023,BLOUSE,SAUDI ARABIA,International,4791756.29,7923,8125.0,Medium
Dec-2024,SAREE,TRIPURA,Domestic,2363105.55,2166,2121.0,Medium
Jun-2021,BLOUSE,TRIPURA,Domestic,15569786.68,16250,14028.0,Medium
Jun-2022,BOTTOM,MADHYA PRADESH,Domestic,102291.05,86,75.0,Low
Mar-2021,SET,MANIPUR,Domestic,497461.45,431,450.0,Low
Jun-2024,BLOUSE,JAPAN,International,3829825.53,6693,6459.0,Medium
Oct-2023,KURTA,MAHARASHTRA,Domestic,17793397.61,13019,13007.0,Medium
Jul-2022,SAREE,PORTUGAL,International,326955.7,426,381.0,Low
Sep-2024,SET,DADRA AND NAGAR,Domestic,407502.97,718,713.0,Low
Aug-2024,BOTTOM,UTTARAKHAND,Domestic,10184581.64,21531,22264.0,Medium
Dec-2023,BLOUSE,INDONESIA,International,5114346.06,3739,3185.0,Medium
Nov-2022,KURTA,TAMIL NADU,Domestic,28650173.0,28987,26998.0,High
Jan-2024,BOTTOM,MAHARASHTRA,Domestic,163067634.46,202054,183801.0,High
Apr-2022,KURTA,MANIPUR,Domestic,35165776.0,81488,77784.0,High
Oct-2022,TOP,MADHYA PRADESH,Domestic,128185.0,420,386.0,Medium
Dec-2025,TOP,IRELAND,International,18912361.65,18773,17250.0,Medium
Apr-2022,SAREE,DELHI,Domestic,3278663.09,3648,3551.0,Medium
Feb-2025,KURTA,SOUTH AFRICA,International,415676.91,547,529.0,Low
Aug-2023,BOTTOM,IRELAND,International,8575564.53,7539,6812.0,Medium
Jun-2024,BOTTOM,POLAND,International,142487.79,112,117.0,Low
Jun-2022,TOP,ODISHA,Domestic,350778.93,457,429.0,Low
Nov-2022,SAREE,UNITED KINGDOM,International,9953178.16,10878,10859.0,Medium
Feb-2023,SAREE,UAE,International,474366.23,843,771.0,Low
Nov-2022,SAREE,CANADA,International,391440571.14,532348,544173.0,High
Nov-2023,TOP,PONDICHERRY,Domestic,14158869.88,18101,15662.0,Medium
Mar-2022,KURTA,RAJASTHAN,Domestic,5318513.06,10822,11085.0,Medium
Nov-2024,BLOUSE,MEXICO,International,9622147.03,24989,24230.0,Medium
Feb-2021,TOP,SOUTH KOREA,International,77577772.65,55406,55080.0,High
May-2024,SET,NEW ZEALAND,International,46510.13,50,52.0,Low
Jun-2024,TOP,CANADA,International,3396089.77,4262,4034.0,Medium
Aug-2024,TOP,ODISHA,Domestic,2134181.1,2426,2311.0,Medium
Jul-2025,BOTTOM,MEXICO,International,345994.5,289,293.0,Low
Apr-2025,SET,ASSAM,Domestic,355505.44,269,252.0,Low
Sep-2024,SET,NEW ZEALAND,International,128423078.21,124129,116258.0,High
Mar-2022,KURTA,IRELAND,International,486775.17,630,647.0,Low
Jun-2022,SET,PUNJAB,Domestic,179793355.0,220290,213996.0,High
Nov-2025,BOTTOM,IRELAND,International,479462.72,856,735.0,Low
May-2022,SAREE,UAE,International,11444905.35,9341,8862.0,Medium
Feb-2024,SAREE,BIHAR,Domestic,468449499.9,505188,458871.0,High
Oct-2022,BOTTOM,ASSAM,Domestic,17130090.0,11764,10750.0,High
Sep-2025,BLOUSE,DADRA AND NAGAR,Domestic,40181502.12,39475,40302.0,High
Sep-2023,SET,BELGIUM,International,487889524.84,377996,325833.0,High
Jun-2022,TOP,ODISHA,Domestic,13226682.0,24108,23247.0,High
Apr-2022,KURTA,JAMMU & KASHMIR,Domestic,115453680.0,281504,277800.0,High
Sep-2023,KURTA,NETHERLANDS,International,463391.22,345,327.0,Low
Apr-2022,TOP,HARYANA,Domestic,80242617.0,163590,160146.0,High
Jan-2025,SET,MAHARASHTRA,Domestic,13703986.03,10155,10153.0,Medium
Apr-2023,KURTA,MALAYSIA,International,356751327.49,1144192,1066199.0,High
Aug-2024,SET,SOUTH KOREA,International,8211860.55,16114,16432.0,Medium
Jul-2025,SAREE,ODISHA,Domestic,43875.33,92,90.0,Low
Jun-2022,SET,RAJASTHAN,Domestic,264998380.0,324141,309455.0,High
Nov-2022,SAREE,RJ,Domestic,150697.6,120,115.0,Low
Dec-2024,BOTTOM,PUNJAB,Domestic,1955902.07,1399,1194.0,Medium
Oct-2021,BOTTOM,FRANCE,International,16491316.29,47132,44757.0,Medium
Jul-2022,SET,ASSAM,Domestic,7630225.0,18628,18238.0,High
Feb-2023,BLOUSE,THAILAND,International,412604.37,978,986.0,Low
Sep-2022,SET,ANDHRA PRADESH,Domestic,401369.95,616,644.0,Low
Aug-2021,TOP,DADRA AND NAGAR,Domestic,54773.31,80,68.0,Low
Apr-2022,SAREE,SAUDI ARABIA,International,14836714.33,26932,25808.0,Medium
Feb-2025,SAREE,GOA,Domestic,174301989.41,354592,315954.0,High
Oct-2025,SET,UNITED KINGDOM,International,143775.88,136,138.0,Low
Jun-2023,BLOUSE,UNITED STATES,International,14909143.88,44504,42645.0,Medium
Mar-2021,TOP,BELGIUM,International,395047443.49,272033,272771.0,High
May-2022,BOTTOM,BIHAR,Domestic,12559.0,57,38.0,Low
Mar-2025,BOTTOM,PONDICHERRY,Domestic,57263304.92,49529,42135.0,High
Jan-2024,BOTTOM,INDONESIA,International,4071805.78,4042,3888.0,Medium
Jan-2025,BLOUSE,THAILAND,International,248199793.81,166204,173848.0,High
Feb-2023,TOP,MEXICO,International,12524128.57,35947,32899.0,Medium
Jan-2025,TOP,SIKKIM,Domestic,26374.82,20,18.0,Low
Aug-2022,TOP,MEXICO,International,177365.97,187,176.0,Low
Apr-2021,BLOUSE,INDONESIA,International,364332.85,673,599.0,Low
May-2022,SAREE,WEST BENGAL,Domestic,433601.51,367,350.0,Low
Feb-2024,SAREE,BRAZIL,International,17681550.39,29081,28167.0,Medium
Apr-2023,BOTTOM,UNITED KINGDOM,International,117960.42,278,268.0,Low
Jun-2024,KURTA,SINGAPORE,International,278424409.71,329348,293731.0,High
Sep-2023,SET,RAJSHTHAN,Domestic,14921483.34,36939,36341.0,Medium
Oct-2021,KURTA,VIETNAM,International,418266975.83,284119,264499.0,High
Sep-2022,BOTTOM,CHHATTISGARH,Domestic,15068600.0,28298,24568.0,High
Mar-2024,KURTA,UNITED KINGDOM,International,403619.24,293,279.0,Low
Aug-2024,KURTA,UTTARAKHAND,Domestic,496167665.31,441437,449502.0,High
Oct-2022,TOP,GUJARAT,Domestic,22150295.0,14137,13302.0,High
Jun-2022,SET,HIMACHAL PRADESH,Domestic,96909767.0,116439,108047.0,High
Sep-2024,SET,MEXICO,International,274614.3,321,293.0,Low
Mar-2021,KURTA,MANIPUR,Domestic,35082474.33,29644,27155.0,High
May-2021,SET,RJ,Domestic,10042840.75,12314,12290.0,Medium
Dec-2022,SAREE,International,International,33915971.0,21953,20803.0,High
Nov-2024,SAREE,NAGALAND,Domestic,72646.37,61,56.0,Low
Aug-2022,BLOUSE,RAJASTHAN,Domestic,17821526.0,18073,16578.0,High
May-2022,TOP,JHARKHAND,Domestic,10476648.0,18081,18081.0,High
Apr-2022,SAREE,KARNATAKA,Domestic,806148.0,1029,1029.0,High
Aug-2024,KURTA,SINGAPORE,International,270528782.75,556172,546896.0,High
May-2021,BLOUSE,BELGIUM,International,5780723.4,9681,8349.0,Medium
Jul-2024,KURTA,JHARKHAND,Domestic,15179775.39,11786,12091.0,Medium
Dec-2023,BOTTOM,DENMARK,International,12671745.42,27640,27674.0,Medium
Nov-2025,BOTTOM,PUDUCHERRY,Domestic,17546553.55,28478,25375.0,Medium
May-2022,SET,MEGHALAYA,Domestic,14804537.0,19931,18882.0,High
Apr-2024,SAREE,MIZORAM,Domestic,401068813.65,269678,265857.0,High
Mar-2025,BOTTOM,BIHAR,Domestic,395408.98,269,231.0,Low
Jan-2023,TOP,PORTUGAL,International,46165725.17,68206,64784.0,High
Nov-2022,KURTA,HIMACHAL PRADESH,Domestic,7240.0,61,59.0,Low
Oct-2023,BOTTOM,LAKSHADWEEP,Domestic,19995155.49,17091,14917.0,Medium
May-2021,KURTA,ANDAMAN & NICOBAR,Domestic,389956414.83,479654,427488.0,High
May-2022,SET,GOA,Domestic,66901024.0,91263,89165.0,High
Aug-2023,BOTTOM,PB,Domestic,12890844.45,10174,10327.0,Medium
May-2022,BOTTOM,DELHI,Domestic,22762.0,57,57.0,Low
Nov-2022,SAREE,SPAIN,International,207249.52,369,361.0,Low
Jun-2022,BLOUSE,ARUNACHAL PRADESH,Domestic,1267199.04,2837,2668.0,Medium
Jan-2021,TOP,GERMANY,International,13923897.86,18578,16411.0,Medium
Aug-2025,BLOUSE,KARNATAKA,Domestic,472969.37,382,370.0,Low
Aug-2025,BLOUSE,PB,Domestic,141936991.25,212506,216087.0,High
Feb-2024,BLOUSE,KERALA,Domestic,486327851.27,770131,776660.0,High
May-2025,TOP,JAPAN,International,292897.45,214,211.0,Low
Apr-2021,BLOUSE,UNITED KINGDOM,International,15591171.32,21560,21882.0,Medium
Aug-2023,BLOUSE,CHHATTISGARH,Domestic,421059307.78,289599,291051.0,High
Jan-2024,SAREE,AUSTRALIA,International,434869.2,301,280.0,Low
Feb-2025,BOTTOM,KARNATAKA,Domestic,9518559.1,9840,8924.0,Medium
Jun-2021,KURTA,BIHAR,Domestic,10898402.29,10241,10237.0,Medium
May-2022,SAREE,SINGAPORE,International,219495.1,664,578.0,Low
Mar-2023,SAREE,PUDUCHERRY,Domestic,6759442.39,7257,7166.0,Medium
Mar-2022,SET,CANADA,International,186150.66,285,288.0,Low
Apr-2022,BOTTOM,ARUNACHAL PRADESH,Domestic,9842.0,19,19.0,Low
May-2023,TOP,ARUNACHAL PRADESH,Domestic,18358379.79,20320,20503.0,Medium
Aug-2021,BLOUSE,LADAKH,Domestic,13407315.84,11159,11167.0,Medium
Apr-2022,BOTTOM,MAHARASHTRA,Domestic,200792.0,589,551.0,High
Mar-2024,TOP,THAILAND,International,136270.87,100,96.0,Low
Aug-2024,SET,NORWAY,International,101390488.91,79155,82055.0,High
Apr-2022,BLOUSE,MANIPUR,Domestic,267462.0,702,702.0,High
Nov-2022,KURTA,PUDUCHERRY,Domestic,10142382.06,6874,6042.0,Medium
Oct-2022,BLOUSE,NORWAY,International,125488.96,118,121.0,Low
Mar-2024,BOTTOM,HIMACHAL PRADESH,Domestic,135906.63,418,373.0,Low
Aug-2025,KURTA,NL,Domestic,473691.36,999,884.0,Low
Aug-2025,KURTA,JAMMU & KASHMIR,Domestic,131312538.45,368816,383213.0,High
Mar-2024,BOTTOM,ORISSA,Domestic,34795816.98,25678,21893.0,High
Dec-2024,BOTTOM,UNITED STATES,International,374316.24,398,402.0,Low
Nov-2024,SET,ITALY,International,475044.0,1205,1249.0,Low
Feb-2025,KURTA,WEST BENGAL,Domestic,312841.4,832,725.0,Low
Dec-2025,TOP,MIZORAM,Domestic,495136392.34,889401,830319.0,High
Aug-2021,BLOUSE,POLAND,International,234422973.08,259943,233774.0,High
Oct-2023,SAREE,DENMARK,International,459079677.79,917535,802137.0,High
Aug-2021,BLOUSE,MALAYSIA,International,8518351.03,10880,11172.0,Medium
Jan-2023,BOTTOM,PORTUGAL,International,297390.77,319,319.0,Low
Mar-2022,KURTA,JHARKHAND,Domestic,1848296.0,3704,3704.0,High
Sep-2025,KURTA,BRAZIL,International,7202288.3,7112,6312.0,Medium
Jan-2025,BLOUSE,POLAND,International,189442280.47,178106,178151.0,High
Oct-2022,BLOUSE,PUNJAB/MOHALI/ZIRAKPUR,Domestic,495986.88,1183,1100.0,Low
May-2021,KURTA,SINGAPORE,International,227520.53,697,634.0,Low
Apr-2022,BOTTOM,PUNJAB,Domestic,26144.0,76,76.0,Low
Jul-2023,BOTTOM,MIZORAM,Domestic,21880819.98,14593,14745.0,High
Sep-2023,BLOUSE,MEXICO,International,192698918.42,244860,255655.0,High
Sep-2023,SAREE,TAMIL NADU,Domestic,4361059.09,5282,4921.0,Medium
Apr-2023,SAREE,MEXICO,International,204329.38,454,433.0,Low
Jun-2024,BLOUSE,SIKKIM,Domestic,8239343.17,6910,6676.0,Medium
Jul-2022,KURTA,NEW DELHI,Domestic,15513921.65,16027,14442.0,Medium
May-2025,BLOUSE,ITALY,International,43024428.12,31671,29735.0,High
Aug-2024,BLOUSE,AR,Domestic,32622908.81,53198,50943.0,High
Aug-2022,BLOUSE,POLAND,International,294769.68,210,181.0,Low
Jul-2021,SAREE,NL,Domestic,4250042.97,6490,6320.0,Medium
Feb-2023,TOP,KARNATAKA,Domestic,18222116.71,15028,14806.0,Medium
Sep-2022,SAREE,UNITED KINGDOM,International,50419985.83,33885,30986.0,High
Sep-2024,BLOUSE,MEXICO,International,347953.8,263,252.0,Low
Dec-2022,SAREE,SWEDEN,International,265992.94,247,242.0,Low
Apr-2025,SAREE,MANIPUR,Domestic,8239782.52,12408,12319.0,Medium
Jan-2025,SET,SWEDEN,International,1551016.66,4929,4841.0,Medium
Feb-2024,BLOUSE,ANDHRA PRADESH,Domestic,310215.33,309,296.0,Low
Sep-2025,BLOUSE,BELGIUM,International,103572438.82,137403,138885.0,High
Sep-2022,BOTTOM,FRANCE,International,307702.06,518,491.0,Low
Jun-2021,BLOUSE,PORTUGAL,International,14973937.15,29718,26419.0,Medium
Jun-2022,TOP,KARNATAKA,Domestic,175261716.0,299628,293601.0,High
Sep-2024,SET,SWITZERLAND,International,285630.94,364,356.0,Low
Jul-2025,SET,NORWAY,International,452793625.62,323755,325479.0,High
May-2024,BLOUSE,ORISSA,Domestic,4298479.15,3360,3395.0,Medium
Mar-2024,TOP,MALAYSIA,International,3434662.21,3798,3837.0,Medium
Jul-2022,BLOUSE,International,International,3126744.0,3539,3209.0,High
Feb-2021,KURTA,MADHYA PRADESH,Domestic,323697.17,491,440.0,Low
Oct-2022,BLOUSE,MAHARASHTRA,Domestic,17603656.0,19044,18423.0,High
Jun-2022,TOP,GUJARAT,Domestic,11076091.47,7682,7831.0,Medium
Jan-2025,BOTTOM,HARYANA,Domestic,123425327.72,228387,239373.0,High
Mar-2022,SET,SINGAPORE,International,135541.4,131,113.0,Low
Dec-2024,TOP,MADHYA PRADESH,Domestic,7159388.66,5794,5591.0,Medium
Apr-2022,SAREE,RAJASTHAN,Domestic,116130.0,147,147.0,High
Jun-2022,SAREE,ANDHRA PRADESH,Domestic,130095.0,147,147.0,High
Apr-2022,BOTTOM,PONDICHERRY,Domestic,4986046.82,10896,11153.0,Medium
May-2022,TOP,ANDHRA PRADESH,Domestic,19261378.47,44652,45942.0,Medium
Apr-2024,BLOUSE,CHANDIGARH,Domestic,188661904.04,125953,129450.0,High
Mar-2022,KURTA,TAMIL NADU,Domestic,10093400.0,25928,22224.0,High
Aug-2022,BOTTOM,BIHAR,Domestic,1265.0,13,12.0,Low
Feb-2025,SET,BELGIUM,International,245265438.25,174002,161738.0,High
May-2021,TOP,BELGIUM,International,368345.09,324,324.0,Low
Oct-2022,BLOUSE,JAPAN,International,470403419.27,909027,784762.0,High
Oct-2021,SAREE,BELGIUM,International,7166022.07,5313,4529.0,Medium
Apr-2022,TOP,ASSAM,Domestic,12342475.74,20672,19879.0,Medium
Mar-2024,TOP,International,Domestic,250400.65,189,187.0,Low
Aug-2025,KURTA,CHHATTISGARH,Domestic,16762819.86,35791,36768.0,Medium
May-2022,BLOUSE,RAJASTHAN,Domestic,435942.0,702,702.0,High
Oct-2022,SAREE,HARYANA,Domestic,67818.0,239,227.0,Medium
Jul-2025,BLOUSE,LAKSHADWEEP,Domestic,9282606.49,8626,8975.0,Medium
Nov-2021,TOP,UNITED KINGDOM,International,18283211.89,49001,48452.0,Medium
Dec-2022,SET,CANADA,International,350433150.29,426425,383475.0,High
Aug-2021,SET,SOUTH KOREA,International,11462681.82,9901,8551.0,Medium
May-2022,KURTA,SOUTH AFRICA,International,166036276.62,178589,167228.0,High
May-2022,SET,TAMIL NADU,Domestic,862254922.0,1062637,1026971.0,High
Aug-2022,SAREE,ASSAM,Domestic,10661380.0,9198,7871.0,High
Jun-2025,KURTA,BELGIUM,International,215942.23,217,222.0,Low
Nov-2025,SAREE,SINGAPORE,International,109257653.79,252174,250800.0,High
Nov-2025,BLOUSE,NORWAY,International,378381.48,914,835.0,Low
Aug-2022,BOTTOM,DELHI,Domestic,11864.0,88,79.0,Low
Jun-2022,BLOUSE,MAHARASHTRA,Domestic,2862054.0,4680,4446.0,High
Mar-2022,KURTA,HARYANA,Domestic,3122472.0,11112,7408.0,High
Jan-2024,KURTA,ITALY,International,245266.12,327,310.0,Low
Jun-2024,SET,UTTAR PRADESH,Domestic,229653041.28,248483,225867.0,High
Apr-2024,BOTTOM,CANADA,International,9398355.51,6845,6499.0,Medium
May-2024,KURTA,BELGIUM,International,201342475.48,296082,291777.0,High
Jun-2022,KURTA,HARYANA,Domestic,555103664.0,1159352,1118608.0,High
Feb-2025,TOP,RAJASTHAN,Domestic,465347.52,400,401.0,Low
Jul-2025,BOTTOM,KARNATAKA,Domestic,11816477.71,20710,17872.0,Medium
Sep-2022,KURTA,VIETNAM,International,99319.1,101,102.0,Low
Mar-2022,BLOUSE,VIETNAM,International,356171758.39,270648,276403.0,High
Nov-2022,TOP,KERALA,Domestic,81063.0,220,211.0,Medium
Jul-2022,BLOUSE,PUNJAB/MOHALI/ZIRAKPUR,Domestic,465506.88,495,478.0,Low
Apr-2022,BLOUSE,MIZORAM,Domestic,12521.13,10,8.0,Low
Apr-2022,KURTA,ARUNACHAL PRADESH,Domestic,13334400.0,33336,29632.0,High
Jul-2024,SAREE,JAPAN,International,491397141.75,638749,553154.0,High
Apr-2021,SET,MEXICO,International,5384124.03,5128,4945.0,Medium
Sep-2024,KURTA,SINGAPORE,International,16255330.94,21916,19176.0,Medium
May-2023,TOP,GERMANY,International,395387.8,667,607.0,Low
Jul-2024,TOP,MAHARASHTRA,Domestic,146626915.97,466246,444699.0,High
Sep-2025,TOP,IRELAND,International,2002124.0,5991,6151.0,Medium
Sep-2023,KURTA,KERALA,Domestic,123975.89,282,258.0,Low
Jul-2024,SAREE,TRIPURA,Domestic,376799798.51,625410,588406.0,High
Dec-2022,BOTTOM,AUSTRALIA,International,18768179.92,15917,14213.0,Medium
May-2022,BOTTOM,UNITED KINGDOM,International,455567.0,746,732.0,Low
Sep-2022,SET,TELANGANA,Domestic,5711853.0,10976,10799.0,High
Jun-2021,TOP,MALAYSIA,International,3842966.45,4551,4282.0,Medium
Jun-2023,SET,SWITZERLAND,International,18314.87,12,10.0,Low
Feb-2025,SET,BIHAR,Domestic,458583.67,1017,949.0,Low
Nov-2023,TOP,UAE,International,12529252.74,41283,35168.0,Medium
Jun-2023,TOP,MEXICO,International,434561.02,469,461.0,Low
Mar-2023,TOP,PORTUGAL,International,17966663.93,53674,48195.0,Medium
Apr-2022,TOP,PUNJAB,Domestic,400430.94,613,632.0,Low
Nov-2024,SAREE,BIHAR,Domestic,424765780.55,478606,436620.0,High
Jul-2022,BLOUSE,RAJASTHAN,Domestic,134138.0,446,434.0,Medium
Jun-2022,SET,DADRA AND NAGAR,Domestic,4582032.0,7343,5245.0,High
Apr-2022,BLOUSE,SINGAPORE,International,8502467.0,7046,6311.0,Medium
Nov-2021,SAREE,JAMMU & KASHMIR,Domestic,5741553.49,10664,9590.0,Medium
Feb-2024,TOP,RAJSTHAN,Domestic,99064518.53,87903,83764.0,High
Aug-2021,SAREE,NEW DELHI,Domestic,279342335.26,212654,199099.0,High
May-2022,BOTTOM,INDONESIA,International,304358993.05,855564,831188.0,High
Feb-2025,SAREE,POLAND,International,428579545.01,383648,394945.0,High
May-2022,SET,PUNJAB,Domestic,8127810.44,12951,12243.0,Medium
Mar-2022,KURTA,MANIPUR,Domestic,10764851.89,9138,7916.0,Medium
Sep-2023,SAREE,FRANCE,International,235905915.54,195346,197070.0,High
Oct-2021,BOTTOM,FRANCE,International,454790.36,304,300.0,Low
Aug-2022,SET,POLAND,International,17126.89,23,22.0,Low
Jan-2024,KURTA,DENMARK,International,19706117.61,13733,12214.0,Medium
Jun-2022,TOP,GOA,Domestic,11298042.0,19803,19803.0,High
Oct-2023,SET,BELGIUM,International,294104.62,279,257.0,Low
Jun-2023,SAREE,UTTARAKHAND,Domestic,231129.74,524,492.0,Low
Apr-2022,TOP,BIHAR,Domestic,13332585.0,30135,26691.0,High
Sep-2022,SET,ASSAM,Domestic,46884594.0,27792,25374.0,High
Jun-2022,TOP,DELHI,Domestic,97178487.0,161868,161007.0,High
May-2024,SAREE,DENMARK,International,101595110.25,144638,140529.0,High
Aug-2025,TOP,DELHI,Domestic,205758.17,138,120.0,Low
Apr-2024,SET,MAHARASHTRA,Domestic,430452522.56,601389,628216.0,High
Apr-2022,BOTTOM,BIHAR,Domestic,11191.0,38,38.0,Low
Aug-2023,SET,GERMANY,International,12755826.05,13167,13147.0,Medium
Jun-2022,SET,SAUDI ARABIA,International,18858563.77,24705,25748.0,Medium
Sep-2021,KURTA,HARYANA,Domestic,19489108.06,20449,18507.0,Medium
Oct-2021,KURTA,JHARKHAND,Domestic,202389957.9,196769,182551.0,High
Mar-2022,SET,ODISHA,Domestic,1218938.0,2098,2098.0,High
Mar-2024,KURTA,DADRA AND NAGAR,Domestic,175987.45,203,207.0,Low
Jun-2021,SET,SWITZERLAND,International,3199492.12,3216,3099.0,Medium
Nov-2025,BLOUSE,RJ,Domestic,425107.15,632,562.0,Low
Aug-2024,SAREE,UNITED STATES,International,307777.46,398,359.0,Low
Nov-2024,SET,LADAKH,Domestic,14115201.34,13461,11950.0,Medium
Apr-2022,SAREE,GUJARAT,Domestic,261513.0,294,294.0,High
Mar-2025,SET,SPAIN,International,1622651.37,1316,1219.0,Medium
Oct-2024,KURTA,NORWAY,International,269997790.66,322177,290351.0,High
Dec-2022,BLOUSE,UTTAR PRADESH,Domestic,26263894.0,19335,17292.0,High
Jan-2021,BLOUSE,PB,Domestic,299931.61,262,235.0,Low
Oct-2023,KURTA,UTTAR PRADESH,Domestic,124771135.42,273296,232989.0,High
Jun-2022,SET,DELHI,Domestic,636875174.0,782554,760525.0,High
Jul-2024,BLOUSE,TAMIL NADU,Domestic,8166823.47,10671,9682.0,Medium
Jun-2021,KURTA,MADHYA PRADESH,Domestic,9290137.54,6406,5997.0,Medium
Apr-2024,SAREE,LADAKH,Domestic,438931.92,549,510.0,Low
Jan-2025,SET,GOA,Domestic,183259.66,145,136.0,Low
Aug-2022,KURTA,GUJARAT,Domestic,2523.0,25,20.0,Low
Jan-2024,SAREE,UNITED STATES,International,9069574.8,10126,9424.0,Medium
Sep-2025,SAREE,SOUTH KOREA,International,48222087.94,41035,37578.0,High
Nov-2022,KURTA,PB,Domestic,368899.88,385,337.0,Low
May-2022,KURTA,GOA,Domestic,218369320.0,496336,474112.0,High
Nov-2025,KURTA,International,Domestic,423938464.49,518707,482536.0,High
Jul-2021,SET,WEST BENGAL,Domestic,303174983.74,985222,989658.0,High
Aug-2021,TOP,MEXICO,International,158242566.04,163542,139964.0,High
Jan-2023,BOTTOM,MEGHALAYA,Domestic,10856635.18,9086,9223.0,Medium
Mar-2022,SET,WEST BENGAL,Domestic,4672246.0,5245,5245.0,High
Feb-2025,KURTA,IRELAND,International,163119.28,227,215.0,Low
Jan-2025,BLOUSE,TAMIL NADU,Domestic,11709955.16,15058,13896.0,Medium
Dec-2025,BOTTOM,MEXICO,International,68137506.79,96878,89693.0,High
Dec-2021,KURTA,SWITZERLAND,International,57778.77,43,39.0,Low
Jun-2024,BOTTOM,IRELAND,International,221570568.97,417897,383112.0,High
Aug-2022,SAREE,NEW ZEALAND,International,12237740.21,21521,21830.0,Medium
Dec-2025,KURTA,MEGHALAYA,Domestic,294856.22,408,365.0,Low
Jun-2022,SET,GOA,Domestic,68230107.0,88116,84969.0,High
Apr-2022,BOTTOM,DADRA AND NAGAR,Domestic,8810535.39,10467,9239.0,Medium
Sep-2022,BOTTOM,NORWAY,International,276961070.73,477634,438747.0,High
Sep-2022,SAREE,International,International,31432101.0,20398,20287.0,High
Jun-2025,BOTTOM,ODISHA,Domestic,198329396.12,360162,361973.0,High
Jul-2022,TOP,GOA,Domestic,72317.0,208,206.0,Medium
Mar-2022,TOP,TAMIL NADU,Domestic,1116717.0,1722,1722.0,High
Apr-2022,SET,NAGALAND,Domestic,22617489.0,29372,28323.0,High
Oct-2023,BOTTOM,MIZORAM,Domestic,386840767.07,309976,303112.0,High
Jul-2025,KURTA,GERMANY,International,465544061.91,498139,498517.0,High
Jul-2025,BOTTOM,SOUTH KOREA,International,8628560.17,8241,7351.0,Medium
Nov-2022,TOP,UNITED KINGDOM,International,456205.76,434,398.0,Low
Aug-2025,SET,BRAZIL,International,223794608.88,171916,147962.0,High
Sep-2025,SAREE,RAJASTHAN,Domestic,17759826.76,50179,44339.0,Medium
Oct-2023,TOP,WEST BENGAL,Domestic,124710.31,335,319.0,Low
Dec-2025,TOP,SIKKIM,Domestic,122669953.46,120564,121291.0,High
Dec-2022,BLOUSE,DENMARK,International,5844076.8,6055,5935.0,Medium
Sep-2023,SAREE,CHANDIGARH,Domestic,179892.19,150,154.0,Low
Mar-2023,SAREE,SPAIN,International,79722505.69,78196,75073.0,High
Jul-2022,TOP,MEGHALAYA,Domestic,11464787.91,7911,7001.0,Medium
Nov-2024,SET,NL,Domestic,225292058.26,155671,139005.0,High
Jun-2022,SET,MANIPUR,Domestic,27902351.0,30421,30421.0,High
Sep-2024,KURTA,UNITED STATES,International,465201704.62,547334,537421.0,High
Dec-2025,BOTTOM,BELGIUM,International,1141696.7,1112,1082.0,Medium
May-2022,BOTTOM,UTTAR PRADESH,Domestic,76228.0,228,209.0,Medium
Sep-2022,BLOUSE,JHARKHAND,Domestic,34324.0,100,95.0,Medium
May-2025,SET,UAE,International,14319.27,12,11.0,Low
